,EWRD FP Equity_DX_SI_QTY,EWRD FP Equity_DX_SHORT_INTEREST_VALUE,EWRD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EWRD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EWRD FP Equity_DX_SI_MV,EWRD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EWRD FP Equity_DX_SUPPLY_SI_QTY,EWRD FP Equity_DX_BROKER_SI_QTY,EWRD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EWRD FP Equity_DX_BROKER_SI_MV_NEW_x,EWRD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EWRD FP Equity_DX_SUPPLY_SI_QTY_INC_x,EWRD FP Equity_DX_BROKER_SI_MV_INC_x,EWRD FP Equity_DX_SUPPLY_SI_MV_NEW,EWRD FP Equity_DX_BROKER_SI_QTY_ADD,EWRD FP Equity_DX_BROKER_SI_QTY_NEW,EWRD FP Equity_DX_SUPPLY_SI_MV_DEC,EWRD FP Equity_DX_BROKER_SI_QTY_INC,EWRD FP Equity_DX_SUPPLY_SI_QTY_DEC,EWRD FP Equity_DX_BROKER_SI_MV_NEW_y,EWRD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EWRD FP Equity_DX_BROKER_SI_MV_INC_y,EWRD FP Equity_DX_SUPPLY_SI_QTY_INC_y,EWRD FP Equity_DX_BROKER_SI_MV_ADD,EWRD FP Equity_DX_SUPPLY_SI_QTY_ADD,EWRD FP Equity_DX_BROKER_SI_QTY_DEC,EWRD FP Equity_DX_SUPPLY_SI_MV,EWRD FP Equity_DX_BROKER_SI_MV_DEC,EWRD FP Equity_DX_SUPPLY_SI_MV_RMV,EWRD FP Equity_DX_BROKER_SI_MV_RMV,EWRD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EWRD FP Equity_DX_UTILIZATION_QUANTITY,EWRD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EWRD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EWRD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EWRD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EWRD FP Equity_DX_ACTIVE_UTILIZATION_MV,EWRD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EWRD FP Equity_DX_BROKER_SI_CON_RATIO,EWRD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EWRD FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-07-26,12800.0,202823.68,0.93,2.94,0.2,202823.68,12800.0,12800.0,202823.68,,,,,,,,,,,,,,,,,,0.2,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-07-27,12800.0,201379.84,1.02,2.68,0.2,201379.84,12800.0,12800.0,201379.84,,,,,,,,,,,,,,,,,,0.2,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-07-28,12800.0,202190.08,1.02,2.68,0.2,202190.08,12800.0,12800.0,202190.08,,,,,,,,,,,,,,,,,,0.2,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-07-29,12800.0,204359.68,0.99,2.37,0.2,204359.68,12800.0,12800.0,204359.68,,,,,,,,,,,,,,,,,,0.2,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-07-30,12800.0,203449.6,0.87,2.37,0.2,203449.6,12800.0,12800.0,203449.6,,,,,,,,,,,,,,,,,,0.2,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-02,12800.0,205036.8,0.86,2.37,0.2,205036.8,12800.0,12800.0,205036.8,,,,,,,,,,,,,,,,,,0.2,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-03,12800.0,204565.76,0.86,2.37,0.2,204565.76,12800.0,12800.0,204565.76,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.21,,12800.0,,,,,,,12800.0,0.0,0.2,,,0.0,0.0,13258.0,212491.27,,0.21,0.0,,0.0,,0.0
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13258.0,213571.8,,0.21,0.0,,0.0,,0.0
2021-08-06,12800.0,205884.16,0.85,2.36,0.21,205884.16,12800.0,12800.0,205884.16,,,,,,12800.0,,,,,,,,,0.21,12800.0,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-09,12800.0,205491.2,0.73,2.36,0.21,205491.2,12800.0,12800.0,205491.2,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-10,12800.0,205573.12,0.75,2.36,0.21,205573.12,12800.0,12800.0,205573.12,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-11,12800.0,206272.0,0.76,2.2,0.21,206272.0,12800.0,12800.0,206272.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-12,12800.0,206470.4,0.76,2.05,0.21,206470.4,12800.0,12800.0,206470.4,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-13,12800.0,207589.12,0.76,2.05,0.21,207589.12,12800.0,12800.0,207589.12,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-16,12800.0,206667.52,0.78,2.05,0.21,206667.52,12800.0,12800.0,206667.52,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-17,12800.0,205351.68,0.76,2.05,0.21,205351.68,12800.0,12800.0,205351.68,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-18,12800.0,205745.92,0.78,2.18,0.21,205745.92,12800.0,12800.0,205745.92,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-19,12800.0,204131.84,0.77,2.18,0.21,204131.84,12800.0,12800.0,204131.84,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-20,12800.0,205665.28,0.78,2.18,0.2,205665.28,12800.0,12800.0,205665.28,,,,,,,,,,,,,,,,,,0.2,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-23,12800.0,208112.64,0.78,2.18,0.21,208112.64,12800.0,12800.0,208112.64,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-24,12800.0,208147.2,0.79,2.18,0.21,208147.2,12800.0,12800.0,208147.2,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-25,12800.0,208540.16,0.79,2.04,0.21,208540.16,12800.0,12800.0,208540.16,,,,,,,,,,,,,,,,,,0.21,,,,100.0,96.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9655
2021-08-26,12800.0,207720.96,0.81,2.04,0.21,207720.96,0.0,12800.0,0.0,,,,,,,,0.21,,12800.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9655
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,12800.0,0.0,0.21,,,0.0,0.0,13258.0,216432.87,,0.22,0.0,,0.0,,0.0
2021-08-30,9500.0,155947.25,0.64,1.51,0.16,155947.25,9500.0,9500.0,155947.25,,,,,,9500.0,,,,,,,,,0.16,9500.0,,0.16,,,,100.0,71.65,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7165
2021-08-31,13000.0,213063.5,0.86,2.07,0.21,213063.5,13000.0,13000.0,213063.5,,,3500.0,0.06,,,,,3500.0,,,,0.06,3500.0,,,,0.21,,,,100.0,98.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9805
2021-09-01,13200.0,216993.48,0.93,2.24,0.22,216993.48,13200.0,13200.0,216993.48,,,200.0,0.0,,,,,200.0,,,,0.0,200.0,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-02,13200.0,218305.56,1.31,2.24,0.22,218305.56,13200.0,13200.0,218305.56,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-03,13200.0,218333.28,1.29,2.24,0.22,218333.28,13200.0,13200.0,218333.28,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-06,13200.0,219626.88,1.29,2.24,0.22,219626.88,13200.0,13200.0,219626.88,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-07,13200.0,217669.32,1.34,2.24,0.22,217669.32,13200.0,13200.0,217669.32,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-08,13200.0,216540.72,1.32,2.24,0.22,216540.72,13200.0,13200.0,216540.72,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-09,13200.0,217228.44,1.37,1.91,0.22,217228.44,13200.0,13200.0,217228.44,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-10,13200.0,216543.36,1.37,1.81,0.22,216543.36,13200.0,13200.0,216543.36,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.22,,13200.0,,,,,,,13200.0,0.0,0.22,,,0.0,0.0,13258.0,216847.85,,0.22,0.0,,0.0,,0.0
2021-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13258.0,217254.87,,0.22,0.0,,0.0,,0.0
2021-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13258.0,216906.18,,0.22,0.0,,0.0,,0.0
2021-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13258.0,216501.81,,0.22,0.0,,0.0,,0.0
2021-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13258.0,215430.57,,0.22,0.0,,0.0,,0.0
2021-09-20,7300.0,116447.41,0.98,0.93,0.12,116447.41,7300.0,7300.0,116447.41,,,,,,7300.0,,,,,,,,,0.12,7300.0,,0.12,,,,100.0,55.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5506
2021-09-21,12300.0,197523.24,1.42,1.56,0.2,197523.24,12300.0,12300.0,197523.24,,,5000.0,0.08,,,,,5000.0,,,,0.08,5000.0,,,,0.2,,,,100.0,92.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9277
2021-09-22,13200.0,213185.28,1.18,1.85,0.21,213185.28,13200.0,13200.0,213185.28,,,900.0,0.02,,,,,900.0,,,,0.02,900.0,,,,0.21,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-23,13200.0,215198.28,1.18,1.85,0.21,215198.28,13200.0,13200.0,215198.28,,,,,,,,,,,,,,,,,,0.21,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-24,13200.0,213818.88,1.17,2.06,0.22,213818.88,13200.0,13200.0,213818.88,,,,,,,,,,,,,,,,,,0.22,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-27,13200.0,213436.08,1.13,1.94,0.21,213436.08,13200.0,13200.0,213436.08,,,,,,,,,,,,,,,,,,0.21,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-28,13200.0,208824.0,1.17,1.55,0.21,208824.0,13200.0,13200.0,208824.0,,,,,,,,,,,,,,,,,,0.21,,,,100.0,99.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9956
2021-09-29,5900.0,93399.95,0.35,0.66,0.09,93399.95,5900.0,5900.0,93399.95,,,,,,,,0.12,,7300.0,,,,,,,7300.0,0.09,0.12,,,100.0,44.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.445
2021-09-30,5900.0,93025.89,0.35,0.66,0.09,93025.89,5900.0,5900.0,93025.89,,,,,,,,,,,,,,,,,,0.09,,,,100.0,44.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.445
2021-10-01,5900.0,92342.08,0.35,0.66,0.09,92342.08,5900.0,5900.0,92342.08,,,,,,,,,,,,,,,,,,0.09,,,,100.0,44.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.445
2021-10-04,900.0,13955.22,0.05,0.1,0.01,13955.22,900.0,900.0,13955.22,,,,,,,,0.08,,5000.0,,,,,,,5000.0,0.01,0.08,,,100.0,6.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0679
2021-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.01,,900.0,,,,,,,900.0,0.0,0.01,,,0.0,0.0,13258.0,208881.12,,0.21,0.0,,0.0,,0.0
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22114.0,386548.3,,0.39,0.0,,0.0,,0.0
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22114.0,384319.21,,0.39,0.0,,0.0,,0.0
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22114.0,383029.96,,0.38,0.0,,0.0,,0.0
2021-11-11,22000.0,378824.6,3.74,2.35,0.38,378824.6,22000.0,22000.0,378824.6,,,,,,22000.0,,,,,,,,,0.38,22000.0,,0.38,,,,100.0,99.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9948
2021-11-12,22000.0,380496.6,3.56,2.46,0.38,380496.6,22000.0,22000.0,380496.6,,,,,,,,,,,,,,,,,,0.38,,,,100.0,99.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9948
2021-11-15,22000.0,379805.8,3.8,2.37,0.38,379805.8,22000.0,22000.0,379805.8,,,,,,,,,,,,,,,,,,0.38,,,,100.0,99.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9948
2021-11-16,22000.0,382294.0,3.48,2.36,0.38,382294.0,22000.0,22000.0,382294.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,99.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9948
2021-11-17,22000.0,381033.4,3.44,2.27,0.38,381033.4,22000.0,22000.0,381033.4,,,,,,,,,,,,,,,,,,0.38,,,,100.0,99.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9948
2021-11-18,12000.0,208663.2,1.86,1.24,0.21,208663.2,12000.0,12000.0,208663.2,,,,,,,,0.17,,10000.0,,,,,,,10000.0,0.21,0.17,,,100.0,54.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5426
2021-11-19,8000.0,139209.6,1.25,0.82,0.14,139209.6,12000.0,8000.0,208814.4,,,,,,,,,,,,,,,,,4000.0,0.21,0.07,,,100.0,54.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3618
2021-11-22,8000.0,140078.4,1.34,0.82,0.14,140078.4,8000.0,8000.0,140078.4,,,,,,,,0.07,,4000.0,,,,,,,,0.14,,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3618
2021-11-23,8000.0,137445.6,1.36,0.85,0.14,137445.6,8000.0,8000.0,137445.6,,,,,,,,,,,,,,,,,,0.14,,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3618
2021-11-24,18600.0,319763.76,3.2,1.98,0.32,319763.76,18600.0,18600.0,319763.76,,,10600.0,0.18,,,,,10600.0,,,,0.18,10600.0,,,,0.32,,,,100.0,84.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8411
2021-11-25,18600.0,321287.1,3.01,1.98,0.32,321287.1,18600.0,18600.0,321287.1,,,,,,,,,,,,,,,,,,0.32,,,,100.0,84.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8411
2021-11-26,21600.0,364318.56,3.38,2.3,0.37,364318.56,21600.0,21600.0,364318.56,,,3000.0,0.05,,,,,3000.0,,,,0.05,3000.0,,,,0.37,,,,100.0,97.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9768
2021-11-29,21600.0,367416.0,3.45,1.9,0.36,367416.0,21600.0,21600.0,367416.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,97.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9768
2021-11-30,21600.0,362610.0,3.42,1.96,0.37,362610.0,21600.0,21600.0,362610.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9768
2021-12-01,11000.0,188115.4,1.74,0.97,0.18,188115.4,8000.0,11000.0,136811.2,,,,,,,,0.23,,13600.0,,,,,,,10600.0,0.13,0.18,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4974
2021-12-02,8000.0,134656.8,1.23,0.7,0.14,134656.8,8000.0,8000.0,134656.8,,,,,,,,,,,,,,,,,3000.0,0.14,0.05,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3618
2021-12-03,8000.0,134338.4,1.21,0.7,0.13,134338.4,8000.0,8000.0,134338.4,,,,,,,,,,,,,,,,,,0.13,,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3618
2021-12-06,8000.0,135572.0,1.31,0.73,0.13,135572.0,8000.0,8000.0,135572.0,,,,,,,,,,,,,,,,,,0.13,,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3618
2021-12-07,19400.0,335829.52,3.1,1.83,0.33,335829.52,19400.0,19400.0,335829.52,,,11400.0,0.19,,,,,11400.0,,,,0.19,11400.0,,,,0.33,,,,100.0,87.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8773
2021-12-08,19400.0,334972.04,3.17,1.77,0.34,334972.04,19400.0,19400.0,334972.04,,,,,,,,,,,,,,,,,,0.34,,,,100.0,87.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8773
2021-12-09,19400.0,334867.28,3.17,1.77,0.33,334867.28,19400.0,19400.0,334867.28,,,,,,,,,,,,,,,,,,0.34,,,,100.0,87.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8773
2021-12-10,21900.0,377365.47,3.7,2.0,0.38,377365.47,21900.0,21900.0,377365.47,,,2500.0,0.04,,,,,2500.0,,,,0.04,2500.0,,,,0.38,,,,100.0,99.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9903
2021-12-13,44200.0,759170.36,7.27,4.03,0.76,379585.18,22100.0,22100.0,379585.18,,,200.0,0.0,,,,,200.0,,,,0.0,200.0,,,,0.38,,,,100.0,99.94,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2021-12-14,44200.0,751691.72,7.25,4.03,0.76,375845.86,22100.0,22100.0,375845.86,,,,,,,,,,,,,,,,,,0.38,,,,100.0,99.94,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2021-12-15,44220.0,752699.57,7.85,3.86,0.75,376349.79,22110.0,22110.0,376349.79,0.38,,10.0,,,,22110.0,,,,0.38,,,10.0,,,,0.38,,,0.38,100.0,99.98,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9996
2021-12-16,43820.0,758405.89,7.44,3.82,0.75,379202.94,21910.0,21910.0,379202.94,,,,,,,,0.0,,200.0,,,,,,,200.0,0.37,0.0,,,100.0,99.08,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9816
2021-12-17,38820.0,665499.02,6.7,3.38,0.67,332749.51,19410.0,19410.0,332749.51,,,,,,,,0.04,,2500.0,,,,,,,2500.0,0.34,0.04,,,100.0,87.77,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7554
2021-12-20,38820.0,649951.61,6.66,3.38,0.67,324975.81,19410.0,19410.0,324975.81,,,,,,,,,,,,,,,,,,0.33,,,,100.0,87.77,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7554
2021-12-21,38820.0,659283.94,7.16,3.38,0.65,329641.97,19410.0,19410.0,329641.97,,,,,,,,,,,,,,,,,,0.33,,,,100.0,87.77,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7554
2021-12-22,38820.0,669338.32,7.47,3.38,0.66,334669.16,19410.0,19410.0,334669.16,,,,,,,,,,,,,,,,,,0.33,,,,100.0,87.77,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7554
2021-12-23,38820.0,675840.67,7.95,3.38,0.67,337920.34,19410.0,19410.0,337920.34,,,,,,,,,,,,,,,,,,0.33,,,,100.0,87.77,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7554
2021-12-24,40820.0,711276.25,8.91,3.55,0.71,338213.43,21410.0,19410.0,373062.83,,,2000.0,,,,,,,,,,,2000.0,,,,0.37,,,,100.0,96.82,0.0,0.0,,0.0,100.0,,1.0,100.0,1.8459
2021-12-27,42820.0,750960.03,9.7,3.72,0.75,375480.02,21410.0,21410.0,375480.02,,,,0.04,,,,,2000.0,,,,0.04,,,,,0.37,,,,100.0,96.82,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9363
2021-12-28,29410.0,519139.44,7.73,2.56,0.52,377925.04,8000.0,21410.0,141214.4,,,,,,,,0.23,,13410.0,,,,,,,,0.14,,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3299
2021-12-29,16000.0,282520.0,4.42,1.39,0.28,141260.0,8000.0,8000.0,141260.0,,,,,,,,,,,,,,,,,13410.0,0.14,0.23,,,100.0,36.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7235
2021-12-30,39000.0,689913.9,10.83,3.39,0.69,344956.95,19500.0,19500.0,344956.95,,,11500.0,0.2,,,,,11500.0,,,,0.2,11500.0,,,,0.34,,,,100.0,88.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7636
2021-12-31,39000.0,686712.0,10.41,3.39,0.69,343356.0,19500.0,19500.0,343356.0,,,,,,,,,,,,,,,,,,0.35,,,,100.0,88.18,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7636
2022-01-03,23000.0,402934.7,6.3,2.0,0.4,201467.35,11500.0,11500.0,201467.35,,,,,,,,0.14,,8000.0,,,,,,,8000.0,0.2,0.14,,,100.0,52.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0401
2022-01-04,43000.0,759246.7,10.63,3.74,0.75,379623.35,21500.0,21500.0,379623.35,,,10000.0,0.18,,,,,10000.0,,,,0.18,10000.0,,,,0.38,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-05,43000.0,757789.0,10.51,3.74,0.76,378894.5,21500.0,21500.0,378894.5,,,,,,,,,,,,,,,,,,0.38,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-06,43000.0,743835.5,10.81,3.6,0.76,371917.75,21500.0,21500.0,371917.75,,,,,,,,,,,,,,,,,,0.38,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-07,43000.0,740632.0,10.8,3.6,0.74,370316.0,21500.0,21500.0,370316.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-10,43000.0,728768.3,10.73,3.6,0.74,364384.15,21500.0,21500.0,364384.15,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-11,43000.0,737157.6,10.76,3.5,0.73,368578.8,21500.0,21500.0,368578.8,,,,,,,,,,,,,,,,,,0.36,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-12,43000.0,745822.1,10.85,3.5,0.74,372911.05,21500.0,21500.0,372911.05,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-13,43000.0,746007.0,10.7,3.4,0.75,373003.5,21500.0,21500.0,373003.5,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-14,43000.0,730531.3,10.94,3.4,0.75,365265.65,21500.0,21500.0,365265.65,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-17,43000.0,736706.1,11.02,3.4,0.73,368353.05,21500.0,21500.0,368353.05,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-18,43000.0,724451.1,10.93,3.4,0.73,362225.55,21500.0,21500.0,362225.55,,,,,,,,,,,,,,,,,,0.37,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-19,43000.0,722860.1,10.97,3.4,0.72,361430.05,21500.0,21500.0,361430.05,,,,,,,,,,,,,,,,,,0.36,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-20,43000.0,727465.4,11.56,3.4,0.72,363732.7,21500.0,21500.0,363732.7,,,,,,,,,,,,,,,,,,0.36,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-21,43000.0,712342.3,11.88,3.4,0.73,356171.15,21500.0,21500.0,356171.15,,,,,,,,,,,,,,,,,,0.36,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-24,43000.0,685153.4,12.32,3.4,0.71,342576.7,21500.0,21500.0,342576.7,,,,,,,,,,,,,,,,,,0.36,,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9445
2022-01-25,33000.0,528607.2,9.42,2.61,0.53,184211.6,21500.0,11500.0,344395.6,,,,,,,,,,,,,,,,,10000.0,0.34,0.17,,,100.0,97.22,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4923
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.34,,21500.0,,,,,,,11500.0,0.0,0.18,,,0.0,0.0,22114.0,360088.9,,0.35,0.0,,0.0,,0.0
