,ALSRS FP Equity_DX_SI_QTY,ALSRS FP Equity_DX_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSRS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSRS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSRS FP Equity_DX_SI_MV,ALSRS FP Equity_DX_DSS,ALSRS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSRS FP Equity_DX_SUPPLY_SI_QTY,ALSRS FP Equity_DX_BROKER_SI_QTY,ALSRS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSRS FP Equity_DX_BROKER_SI_MV_INC_x,ALSRS FP Equity_DX_BROKER_SI_QTY_ADD,ALSRS FP Equity_DX_SUPPLY_SI_MV_DEC,ALSRS FP Equity_DX_BROKER_SI_QTY_INC,ALSRS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSRS FP Equity_DX_BROKER_SI_MV_INC_y,ALSRS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSRS FP Equity_DX_BROKER_SI_MV_ADD,ALSRS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSRS FP Equity_DX_BROKER_SI_QTY_DEC,ALSRS FP Equity_DX_SUPPLY_SI_MV,ALSRS FP Equity_DX_BROKER_SI_MV_DEC,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_UTILIZATION_QUANTITY,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSRS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSRS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSRS FP Equity_DX_BROKER_SI_CON_RATIO,ALSRS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSRS FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-08,110053.0,57227.56,0.38,0.83,0.38,0.06,1.0,50182.08,99453.0,96504.0,51715.56,,,,0.01,,17483.0,,,,,17483.0,0.05,0.01,100.0,95.26,0.0,0.0,0.0,100.0,17.22,0.4429,62.58,1.0541
2024-05-09,100851.0,49820.39,0.35,0.74,0.35,0.05,1.0,43127.19,90251.0,87302.0,44583.99,,,,0.01,,9202.0,,,,,9202.0,0.05,0.0,100.0,86.44,0.0,0.0,0.0,100.0,18.55,0.5086,68.44,0.966
2024-05-10,97624.0,42564.06,0.34,0.79,0.34,0.05,0.0,36656.7,87024.0,84075.0,37942.46,,,,0.0,,3227.0,,,,,3227.0,0.04,0.0,100.0,83.35,0.0,0.0,0.0,100.0,18.49,0.5454,71.3,0.935
2024-05-13,97624.0,43003.37,0.34,0.77,0.34,0.04,0.0,37035.04,87024.0,84075.0,38334.07,,,,,,,,,,,,0.04,,100.0,83.35,0.0,0.0,0.0,100.0,19.48,0.5337,70.21,0.935
2024-05-14,97624.0,46859.52,0.34,0.82,0.34,0.04,0.0,40356.0,87024.0,84075.0,41771.52,,,,,,,,,,,,0.04,,100.0,83.35,0.0,0.0,0.0,100.0,19.97,0.531,69.88,0.935
2024-05-15,111480.0,52395.6,0.38,0.89,0.38,0.05,1.0,46027.57,100880.0,97931.0,47413.6,13856.0,0.01,,,13856.0,,0.01,13856.0,,,,0.05,,100.0,85.3,0.0,0.0,0.0,100.0,17.1,0.4386,62.17,0.9427
2024-05-16,106999.0,47347.06,0.37,0.85,0.37,0.05,1.0,41351.63,96399.0,93450.0,42656.56,,,,0.0,,4481.0,,,,,4481.0,0.05,0.0,100.0,92.33,0.0,0.0,0.0,100.0,17.4,0.4612,64.46,1.0248
2024-05-17,103570.0,47331.49,0.36,0.81,0.36,0.05,1.0,41139.6,92970.0,90021.0,42487.29,,,,0.0,,3429.0,,,,,3429.0,0.04,0.0,100.0,89.05,0.0,0.0,0.0,100.0,18.46,0.4814,66.18,0.992
2024-05-20,105534.0,48598.41,0.36,0.79,0.36,0.05,1.0,42359.09,94934.0,91985.0,43717.11,1964.0,0.0,,,1964.0,,0.0,1964.0,,,,0.04,,100.0,90.93,0.0,0.0,0.0,100.0,17.89,0.4635,64.63,1.0108
2024-05-21,105757.0,46533.08,0.36,0.79,0.36,0.05,1.0,40571.52,95157.0,92208.0,41869.08,223.0,0.0,,,223.0,,0.0,223.0,,,,0.04,,100.0,91.14,0.0,0.0,0.0,100.0,17.43,0.4683,65.12,1.0129
2024-05-22,122124.0,50070.84,0.42,0.9,0.42,0.05,1.0,44515.75,111524.0,108575.0,45724.84,24500.0,0.01,,0.0,16367.0,8133.0,0.01,24500.0,,,,0.05,,100.0,86.52,0.0,0.0,0.0,100.0,23.45,0.3917,55.95,0.9474
2024-05-23,122124.0,48483.23,0.42,0.85,0.42,0.05,1.0,43104.28,111524.0,108575.0,44275.03,,,,,,,,,,,,0.05,,100.0,86.52,0.0,0.0,0.0,100.0,22.64,0.3925,56.25,0.9474
2024-05-24,97624.0,42954.56,0.34,0.68,0.34,0.04,0.0,36993.0,87024.0,84075.0,38290.56,,,,0.01,,24500.0,,,,,24500.0,0.03,0.01,100.0,67.51,0.0,0.0,0.0,100.0,20.21,0.5249,69.37,0.7573
2024-05-27,118362.0,51546.65,0.41,0.84,0.41,0.05,1.0,45646.06,107762.0,104813.0,46930.35,20738.0,0.01,,,20738.0,,0.01,20738.0,,,,0.05,,100.0,96.83,0.0,0.0,0.0,100.0,20.17,0.404,57.98,1.0636
2024-05-28,109609.0,45761.76,0.37,0.78,0.37,0.05,1.0,40105.05,99009.0,96060.0,41336.26,,,,0.0,,8753.0,,,,,8753.0,0.04,0.0,100.0,88.97,0.0,0.0,0.0,100.0,16.99,0.4451,62.9,0.9849
2024-05-29,106046.0,42577.47,0.36,0.75,0.36,0.04,1.0,37137.55,95446.0,92497.0,38321.57,,,,0.0,,3563.0,,,,,3563.0,0.04,0.0,100.0,85.76,0.0,0.0,0.0,100.0,17.61,0.4655,64.88,0.9529
2024-05-30,105046.0,39392.25,0.36,0.72,0.36,0.04,1.0,34311.38,94446.0,91497.0,35417.25,,,,0.0,,1000.0,,,,,1000.0,0.04,0.0,100.0,84.87,0.0,0.0,0.0,100.0,17.43,0.4758,65.86,0.9439
2024-05-31,104506.0,38667.22,0.36,0.7,0.36,0.04,1.0,33654.09,93906.0,90957.0,34745.22,,,,0.0,,540.0,,,,,540.0,0.04,0.0,100.0,84.38,0.0,0.0,0.0,100.0,17.11,0.4918,67.29,0.9391
2024-06-03,111480.0,36788.4,0.38,0.72,0.38,0.04,1.0,32317.23,100880.0,97931.0,33290.4,13856.0,0.0,,0.0,6974.0,6882.0,0.0,13856.0,,,,0.04,,100.0,90.65,0.0,0.0,0.0,100.0,16.21,0.4289,61.25,1.0017
2024-06-04,99585.0,32464.71,0.34,0.61,0.34,0.03,0.0,28047.74,88985.0,86036.0,29009.11,,,,0.01,,11895.0,,,,,11895.0,0.03,0.01,100.0,79.96,0.0,0.0,0.0,100.0,18.91,0.5086,68.43,0.8948
2024-06-05,97624.0,31727.8,0.33,0.59,0.33,0.03,0.0,27324.38,87024.0,84075.0,28282.8,,,,0.0,,1961.0,,,,,1961.0,0.03,0.0,100.0,78.2,0.0,0.0,0.0,100.0,19.22,0.5286,69.9,0.8772
2024-06-06,97624.0,33192.16,0.33,0.58,0.33,0.03,0.0,28585.5,87024.0,84075.0,29588.16,,,,,,,,,,,,0.03,,100.0,83.35,0.0,0.0,0.0,100.0,19.2,0.529,69.93,0.935
2024-06-07,97624.0,30849.18,0.33,0.54,0.33,0.03,0.0,26567.7,87024.0,84075.0,27499.58,,,,,,,,,,,,0.03,,100.0,78.2,0.0,0.0,0.0,100.0,18.84,0.5319,70.24,0.8772
2024-06-10,111480.0,36231.0,0.38,0.62,0.38,0.04,1.0,31827.58,100880.0,97931.0,32786.0,13856.0,0.0,,,13856.0,,0.0,13856.0,,,,0.03,,100.0,96.62,0.0,0.0,0.0,100.0,16.86,0.4206,60.38,1.0678
2024-06-11,95541.0,29569.94,0.32,0.56,0.32,0.03,0.0,26289.24,84941.0,84941.0,26289.24,,,,0.0,,15939.0,,,,,12990.0,0.03,0.0,100.0,83.72,0.0,0.0,0.0,100.0,19.24,0.5546,71.74,0.9417
2024-06-12,94675.0,30343.34,0.32,0.59,0.32,0.03,0.0,26946.04,84075.0,84075.0,26946.04,,,,0.0,,866.0,,,,,866.0,0.03,0.0,100.0,82.87,0.0,0.0,0.0,100.0,20.2,0.5543,71.49,0.9332
2024-06-13,101346.0,33444.18,0.34,0.64,0.34,0.03,1.0,29946.18,90746.0,90746.0,29946.18,6671.0,0.0,,,6671.0,,0.0,6671.0,,,,0.03,,100.0,83.92,0.0,0.0,0.0,100.0,18.65,0.5012,67.58,0.9373
2024-06-14,101346.0,31214.57,0.34,0.66,0.34,0.03,1.0,27949.77,90746.0,90746.0,27949.77,,,,,,,,,,,,0.03,,100.0,83.92,0.0,0.0,0.0,100.0,18.17,0.5005,67.6,0.9373
2024-06-17,101346.0,31771.97,0.34,0.66,0.34,0.03,1.0,28448.87,90746.0,90746.0,28448.87,,,,,,,,,,,,0.03,,100.0,83.92,0.0,0.0,0.0,100.0,19.24,0.4905,66.58,0.9373
2024-06-18,94675.0,27597.76,0.32,0.63,0.32,0.03,0.0,24507.86,84075.0,84075.0,24507.86,,,,0.0,,6671.0,,,,,6671.0,0.03,0.0,100.0,82.87,0.0,0.0,0.0,100.0,19.17,0.5658,72.57,0.9332
2024-06-19,94675.0,25562.25,0.32,0.63,0.32,0.03,0.0,22700.25,84075.0,84075.0,22700.25,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.0,0.5644,72.52,0.9332
2024-06-20,94675.0,19029.68,0.31,0.64,0.31,0.03,0.0,16899.08,84075.0,84075.0,16899.08,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,17.77,0.5714,73.29,0.9332
2024-06-21,94675.0,18897.13,0.31,0.55,0.31,0.02,0.0,16781.37,84075.0,84075.0,16781.37,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.13,0.5494,71.39,0.9332
2024-06-24,94675.0,18982.34,0.31,0.55,0.31,0.02,0.0,16857.04,84075.0,84075.0,16857.04,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.65,0.5409,70.63,0.9332
2024-06-25,94675.0,18916.06,0.31,0.54,0.31,0.02,0.0,16798.19,84075.0,84075.0,16798.19,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.13,0.5495,71.39,0.9332
2024-06-26,94675.0,19029.68,0.31,0.55,0.31,0.02,0.0,16899.08,84075.0,84075.0,16899.08,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.67,0.5407,70.61,0.9332
2024-06-27,94675.0,19408.38,0.31,0.56,0.31,0.02,0.0,17235.38,84075.0,84075.0,17235.38,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.34,0.5476,71.2,0.9332
2024-06-28,94675.0,19361.04,0.31,0.55,0.31,0.02,0.0,17193.34,84075.0,84075.0,17193.34,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.39,0.5464,71.11,0.9332
2024-07-01,94675.0,20828.5,0.31,0.57,0.31,0.02,0.0,18496.5,84075.0,84075.0,18496.5,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,19.97,0.5415,70.6,0.9332
2024-07-02,94675.0,30011.98,0.31,0.54,0.31,0.02,0.0,26651.78,84075.0,84075.0,26651.78,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,23.06,0.5179,67.96,0.9332
2024-07-03,94675.0,27739.78,0.31,0.41,0.31,0.03,0.0,24633.98,84075.0,84075.0,24633.98,,,,,,,,,,,,0.03,,100.0,82.87,0.0,0.0,0.0,100.0,19.31,0.568,72.7,0.9332
2024-07-04,94675.0,20449.8,0.31,0.33,0.31,0.03,0.0,18160.2,84075.0,84075.0,18160.2,,,,,,,,,,,,0.02,,100.0,82.87,0.0,0.0,0.0,100.0,17.57,0.5821,74.08,0.9332
2024-07-05,92055.0,18318.95,0.29,0.28,0.29,0.02,0.0,16209.55,81455.0,81455.0,16209.55,,,,0.0,,2620.0,,,,,2620.0,0.02,0.01,100.0,80.29,0.0,0.0,0.0,100.0,19.41,0.5437,70.9,0.9073
2024-07-08,92055.0,15649.35,0.28,0.27,0.28,0.02,0.0,13847.35,81455.0,81455.0,13847.35,,,,,,,,,,,,0.02,,100.0,80.29,0.0,0.0,0.0,100.0,18.93,0.5427,70.94,0.9073
2024-07-09,92055.0,17858.67,0.28,0.25,0.28,0.02,0.0,15802.27,81455.0,81455.0,15802.27,,,,,,,,,,,,0.01,,100.0,80.29,0.0,0.0,0.0,100.0,21.14,0.5157,68.33,0.9073
2024-07-10,92055.0,15649.35,0.28,0.24,0.28,0.02,0.0,13847.35,81455.0,81455.0,13847.35,,,,,,,,,,,,0.02,,100.0,80.29,0.0,0.0,0.0,100.0,18.84,0.5445,71.09,0.9073
2024-07-11,92055.0,15189.08,0.28,0.22,0.28,0.02,0.0,13440.08,81455.0,81455.0,13440.08,,,,,,,,,,,,0.01,,100.0,80.29,0.0,0.0,0.0,100.0,19.79,0.5265,69.5,0.9073
2024-07-12,108531.0,17907.62,0.33,0.26,0.33,0.02,1.0,16158.62,97931.0,97931.0,16158.62,16476.0,0.0,,,16476.0,,0.0,16476.0,,,,0.02,,100.0,83.04,0.0,0.0,0.0,100.0,19.8,0.4024,57.82,0.9203
2024-07-15,88755.0,14165.3,0.27,0.22,0.27,0.02,0.0,12473.54,78155.0,78155.0,12473.54,,,,0.0,,19776.0,,,,,19776.0,0.01,0.0,100.0,79.62,0.0,0.0,0.0,100.0,20.11,0.5672,72.35,0.9042
2024-07-16,88755.0,14573.57,0.27,0.22,0.27,0.01,0.0,12833.05,78155.0,78155.0,12833.05,,,,,,,,,,,,0.01,,100.0,79.62,0.0,0.0,0.0,100.0,20.87,0.5562,71.35,0.9042
2024-07-17,88755.0,14307.31,0.27,0.22,0.27,0.02,0.0,12598.59,78155.0,78155.0,12598.59,,,,,,,,,,,,0.01,,100.0,79.62,0.0,0.0,0.0,100.0,20.17,0.5667,72.29,0.9042
2024-07-18,88755.0,11520.4,0.27,0.22,0.27,0.02,0.0,10144.52,78155.0,78155.0,10144.52,,,,,,,,,,,,0.01,,100.0,79.62,0.0,0.0,0.0,100.0,20.08,0.5675,72.37,0.9042
2024-07-19,88755.0,9159.52,0.27,0.21,0.27,0.01,0.0,8065.6,78155.0,78155.0,8065.6,,,,,,,,,,,,0.01,,100.0,79.62,0.0,0.0,0.0,100.0,18.69,0.5607,72.14,0.9042
2024-07-22,88755.0,8831.12,0.27,0.2,0.27,0.01,0.0,7776.42,78155.0,78155.0,7776.42,,,,,,,,,,,,0.01,,100.0,64.33,0.0,0.0,0.0,100.0,19.11,0.5427,70.65,0.7306
2024-07-23,88863.0,6806.91,0.27,0.2,0.27,0.01,0.0,5910.07,78155.0,77155.0,5986.67,,,,,,,,,,,1000.0,0.01,0.0,100.0,79.62,0.0,0.0,0.0,100.0,18.05,0.5446,70.84,0.9053
2024-07-24,86755.0,5899.34,0.26,0.18,0.26,0.01,0.0,5171.2,77155.0,76047.0,5246.54,,,,0.0,,1000.0,,,,,1108.0,0.01,0.0,100.0,79.41,0.0,0.0,0.0,100.0,21.6,0.6421,77.16,0.8929
2024-07-25,86755.0,6107.55,0.26,0.18,0.26,0.01,0.0,5353.71,77155.0,76047.0,5431.71,,,,,,,,,,,,0.01,,100.0,79.41,0.0,0.0,0.0,100.0,22.07,0.6369,76.68,0.8929
2024-07-26,86755.0,6506.63,0.26,0.18,0.26,0.01,0.0,5703.53,77155.0,76047.0,5786.63,,,,,,,,,,,,0.01,,100.0,80.94,0.0,0.0,0.0,100.0,21.07,0.6491,77.76,0.9101
2024-07-29,85647.0,6423.53,0.26,0.17,0.26,0.01,0.0,5703.53,76047.0,76047.0,5703.53,,,,0.0,,1108.0,,,,,,0.01,,100.0,79.77,0.0,0.0,0.0,100.0,21.59,0.6615,78.41,0.8985
2024-07-30,85647.0,7031.62,0.26,0.17,0.26,0.01,0.0,6243.46,76047.0,76047.0,6243.46,,,,,,,,,,,,0.01,,100.0,79.77,0.0,0.0,0.0,100.0,22.38,0.6526,77.62,0.8985
2024-07-31,177282.0,16309.94,0.53,0.28,0.53,0.01,1.0,15426.74,167682.0,167682.0,15426.74,112100.0,,112100.0,0.0,,20465.0,,112100.0,0.01,,20465.0,0.01,0.0,100.0,80.84,0.0,0.0,0.0,100.0,28.43,0.4513,59.7,0.8547
2024-08-01,167182.0,13240.81,0.5,0.25,0.5,0.02,1.0,12480.49,157582.0,157582.0,12480.49,,,,0.0,,10100.0,,,,,10100.0,0.01,0.0,100.0,75.97,0.0,0.0,0.0,100.0,22.4,0.5096,66.93,0.806
2024-08-02,167182.0,12555.37,0.5,0.25,0.5,0.01,1.0,11834.41,157582.0,157582.0,11834.41,,,,,,,,,,,,0.01,,100.0,75.97,0.0,0.0,0.0,100.0,21.62,0.5105,67.18,0.806
2024-08-05,167182.0,11702.74,0.48,0.25,0.48,0.01,1.0,11030.74,157582.0,157582.0,11030.74,,,,,,,,,,,,0.01,,100.0,75.97,0.0,0.0,0.0,100.0,22.12,0.5077,66.82,0.806
2024-08-06,167182.0,11535.56,0.48,0.25,0.48,0.01,1.0,10873.16,157582.0,157582.0,10873.16,,,,,,,,,,,,0.01,,100.0,75.97,0.0,0.0,0.0,100.0,21.48,0.5095,67.11,0.806
2024-08-07,167182.0,10983.86,0.48,0.24,0.48,0.01,1.0,10353.14,157582.0,157582.0,10353.14,,,,,,,,,,,,0.01,,100.0,75.97,0.0,0.0,0.0,100.0,21.65,0.5101,67.13,0.806
2024-08-08,167182.0,11201.19,0.48,0.24,0.48,0.01,1.0,10557.99,157582.0,157582.0,10557.99,,,,,,,,,,,,0.01,,100.0,75.97,0.0,0.0,0.0,100.0,22.01,0.5037,66.49,0.806
2024-08-09,167182.0,11034.01,0.48,0.24,0.48,0.01,1.0,10400.41,157582.0,157582.0,10400.41,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,21.88,0.5066,66.77,0.7689
2024-08-12,167182.0,11184.48,0.48,0.24,0.48,0.01,1.0,10542.24,157582.0,157582.0,10542.24,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,21.98,0.5043,66.55,0.7689
2024-08-13,167182.0,11151.04,0.48,0.24,0.48,0.01,1.0,10510.72,157582.0,157582.0,10510.72,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,21.87,0.506,66.72,0.7689
2024-08-14,167182.0,10465.59,0.48,0.26,0.48,0.01,1.0,9864.63,157582.0,157582.0,9864.63,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,21.97,0.5084,66.92,0.7689
2024-08-15,167182.0,10950.42,0.48,0.29,0.48,0.01,1.0,10321.62,157582.0,157582.0,10321.62,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.44,0.4993,66.0,0.7689
2024-08-16,167182.0,10030.92,0.48,0.31,0.48,0.01,1.0,9454.92,157582.0,157582.0,9454.92,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.17,0.5082,66.86,0.7689
2024-08-19,167182.0,10532.47,0.48,0.33,0.48,0.01,1.0,9927.67,157582.0,157582.0,9927.67,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,21.4,0.5066,66.86,0.7689
2024-08-20,167182.0,9462.5,0.48,0.34,0.48,0.01,1.0,8919.14,157582.0,157582.0,8919.14,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.56,0.5063,66.61,0.7689
2024-08-21,167182.0,9027.83,0.48,0.36,0.48,0.01,1.0,8509.43,157582.0,157582.0,8509.43,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.05,0.507,66.78,0.7689
2024-08-22,167182.0,10030.92,0.48,0.35,0.48,0.01,1.0,9454.92,157582.0,157582.0,9454.92,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.29,0.4969,65.81,0.7689
2024-08-23,167182.0,12371.47,0.48,0.33,0.48,0.01,1.0,11661.07,157582.0,157582.0,11661.07,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,21.46,0.5089,67.05,0.7689
2024-08-26,167182.0,10231.54,0.48,0.28,0.48,0.01,1.0,9644.02,157582.0,157582.0,9644.02,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.39,0.5115,67.11,0.7689
2024-08-27,167182.0,9161.57,0.48,0.25,0.48,0.01,1.0,8635.49,157582.0,157582.0,8635.49,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.85,0.5044,66.38,0.7689
2024-08-28,167182.0,8693.46,0.45,0.24,0.45,0.01,1.0,8194.26,157582.0,157582.0,8194.26,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.36,0.505,66.54,0.7689
2024-08-29,167182.0,8693.46,0.45,0.24,0.45,0.01,1.0,8194.26,157582.0,157582.0,8194.26,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.8,0.4992,65.91,0.7689
2024-08-30,167182.0,8359.1,0.45,0.24,0.45,0.01,1.0,7879.1,157582.0,157582.0,7879.1,,,,,,,,,,,,0.01,,100.0,72.48,0.0,0.0,0.0,100.0,22.85,0.5008,66.05,0.7689
2024-09-02,167182.0,8359.1,0.45,0.25,0.45,0.01,1.0,7879.1,157582.0,157582.0,7879.1,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,21.46,0.5089,67.05,0.7584
2024-09-03,167182.0,8175.2,0.45,0.25,0.45,0.01,1.0,7705.76,157582.0,157582.0,7705.76,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,21.49,0.5099,67.14,0.7584
2024-09-04,167182.0,7406.16,0.45,0.26,0.45,0.01,1.0,6980.88,157582.0,157582.0,6980.88,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,21.78,0.5117,67.25,0.7584
2024-09-05,167182.0,7188.83,0.45,0.26,0.45,0.01,1.0,6776.03,157582.0,157582.0,6776.03,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,22.62,0.502,66.21,0.7584
2024-09-06,167182.0,7322.57,0.45,0.25,0.45,0.01,1.0,6902.09,157582.0,157582.0,6902.09,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,22.85,0.4978,65.78,0.7584
2024-09-09,167182.0,7255.7,0.45,0.26,0.45,0.01,1.0,6839.06,157582.0,157582.0,6839.06,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,22.71,0.5003,66.04,0.7584
2024-09-10,167182.0,7322.57,0.45,0.26,0.45,0.01,1.0,6902.09,157582.0,157582.0,6902.09,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,22.77,0.4989,65.89,0.7584
2024-09-11,167182.0,6269.33,0.45,0.29,0.45,0.01,1.0,5909.33,157582.0,157582.0,5909.33,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,22.88,0.5063,66.54,0.7584
2024-09-12,167182.0,6001.83,0.45,0.29,0.45,0.01,1.0,5657.19,157582.0,157582.0,5657.19,,,,,,,,,,,,0.01,,100.0,71.49,0.0,0.0,0.0,100.0,22.1,0.5065,66.72,0.7584
2024-09-13,165434.0,5707.47,0.4,0.28,0.4,0.01,1.0,4787.46,138767.0,138767.0,4787.46,,,,0.0,,18815.0,,,,,18815.0,0.01,0.0,100.0,62.95,0.0,0.0,0.0,100.0,20.68,0.517,67.91,0.7505
2024-09-16,165434.0,5707.47,0.4,0.28,0.4,0.01,1.0,4787.46,138767.0,138767.0,4787.46,,,,,,,,,,,,0.0,,100.0,62.95,0.0,0.0,0.0,100.0,20.63,0.5152,67.76,0.7505
2024-09-17,165434.0,5293.89,0.4,0.26,0.4,0.01,1.0,4440.54,138767.0,138767.0,4440.54,,,,,,,,,,,,0.0,,100.0,62.95,0.0,0.0,0.0,100.0,20.72,0.5186,68.05,0.7505
2024-09-18,165434.0,5641.3,0.4,0.26,0.4,0.01,1.0,4731.95,138767.0,138767.0,4731.95,,,,,,,,,,,,0.0,,100.0,62.95,0.0,0.0,0.0,100.0,20.55,0.5122,67.5,0.7505
2024-09-19,165434.0,5293.89,0.4,0.25,0.4,0.01,1.0,4440.54,138767.0,138767.0,4440.54,,,,,,,,,,,,0.0,,100.0,62.95,0.0,0.0,0.0,100.0,20.71,0.5181,68.0,0.7505
2024-09-20,165434.0,4963.02,0.4,0.23,0.4,0.01,1.0,4163.01,138767.0,138767.0,4163.01,,,,,,,,,,,,0.0,,100.0,62.95,0.0,0.0,0.0,100.0,20.71,0.5181,68.01,0.7505
2024-09-23,165434.0,4698.33,0.4,0.21,0.4,0.0,1.0,3940.98,138767.0,138767.0,3940.98,,,,,,,,,,,,0.0,,100.0,62.95,0.0,0.0,0.0,100.0,20.7,0.5177,67.97,0.7505
2024-09-24,165434.0,4896.85,0.4,0.21,0.4,0.0,1.0,4107.5,138767.0,138767.0,4107.5,,,,,,,,,,,,0.0,,100.0,62.95,0.0,0.0,0.0,100.0,20.58,0.5133,67.6,0.7505
2024-09-25,165434.0,4847.22,0.4,0.2,0.4,0.0,1.0,4065.87,138767.0,138767.0,4065.87,,,,,,,,,,,,0.0,,100.0,44.7,0.0,0.0,0.0,100.0,20.65,0.5157,67.8,0.5329
2024-09-26,165434.0,4747.96,0.4,0.2,0.4,0.0,1.0,3982.61,138767.0,138767.0,3982.61,,,,,,,,,,,,0.0,,100.0,45.08,0.0,0.0,0.0,100.0,20.66,0.5162,67.84,0.5374
2024-09-27,165434.0,4963.02,0.4,0.2,0.4,0.0,1.0,4163.01,138767.0,138767.0,4163.01,,,,,,,,,,,,0.0,,100.0,45.08,0.0,0.0,0.0,100.0,20.58,0.5131,67.58,0.5374
2024-09-30,165434.0,4913.39,0.4,0.2,0.4,0.01,1.0,4121.38,138767.0,138767.0,4121.38,,,,,,,,,,,,0.0,,100.0,45.08,0.0,0.0,0.0,100.0,20.64,0.5157,67.8,0.5374
2024-10-01,165434.0,4814.13,0.4,0.19,0.4,0.0,1.0,4038.12,138767.0,138767.0,4038.12,,,,,,,,,,,,0.0,,100.0,45.08,0.0,0.0,0.0,100.0,20.66,0.5161,67.84,0.5374
2024-10-02,165434.0,4963.02,0.4,0.19,0.4,0.0,1.0,4163.01,138767.0,138767.0,4163.01,,,,,,,,,,,,0.0,,100.0,45.08,0.0,0.0,0.0,100.0,20.6,0.5138,67.64,0.5374
2024-10-03,165434.0,4946.48,0.4,0.2,0.4,0.01,1.0,4149.13,138767.0,138767.0,4149.13,,,,,,,,,,,,0.0,,100.0,40.81,0.0,0.0,0.0,100.0,20.64,0.5154,67.77,0.4865
2024-10-04,165434.0,4963.02,0.4,0.21,0.4,0.0,1.0,4163.01,138767.0,138767.0,4163.01,,,,,,,,,,,,0.0,,100.0,40.81,0.0,0.0,0.0,100.0,20.63,0.515,67.75,0.4865
